id,Fecha,ERA - Obrero,La Flora,Pance,Univalle,Base Aerea,Compartir,La Ermita,Cañav eralejo,Transitoria
406,10 2 11,22,29,ND,ND,ND,ND,ND,ND,ND
407,11 2 11,36,40,ND,ND,ND,ND,ND,ND,ND
408,12 2 11,35,41,ND,ND,ND,ND,ND,ND,ND
409,13 2 11,17,29,ND,ND,ND,ND,ND,ND,ND
410,14 2 11,20,29,ND,ND,ND,ND,ND,ND,ND
411,15 2 11,23,29,ND,ND,ND,ND,ND,ND,ND
412,16 2 11,22,27,ND,ND,ND,ND,ND,ND,ND
413,17 2 11,20,30,ND,ND,ND,ND,ND,ND,ND
414,18 2 11,16,33,ND,ND,ND,ND,ND,ND,ND
415,19 2 11,16,34,ND,ND,ND,ND,ND,ND,ND
416,20 2 11,17,35,ND,ND,ND,ND,ND,ND,ND
417,21 2 11,19,34,ND,ND,ND,ND,ND,ND,ND
418,22 2 11,19,35,ND,ND,ND,ND,ND,ND,ND
419,23 2 11,17,36,ND,ND,ND,ND,ND,ND,ND
420,24 2 11,22,37,ND,ND,ND,ND,ND,ND,ND
421,25 2 11,30,40,ND,ND,ND,ND,ND,ND,ND
422,26 2 11,43,40,ND,ND,ND,ND,ND,ND,ND
423,27 2 11,32,34,ND,ND,ND,ND,ND,ND,ND
424,28 2 11,26,27,ND,ND,ND,ND,ND,ND,ND
425,01 3 11,25,22,ND,ND,ND,ND,ND,ND,ND
426,02 3 11,21,21,ND,ND,ND,ND,ND,ND,ND
427,03 3 11,28,36,ND,ND,ND,ND,ND,ND,ND
428,04 3 11,30,35,ND,ND,ND,ND,ND,ND,ND
429,05 3 11,26,37,ND,ND,ND,ND,ND,ND,ND
430,06 3 11,22,25,ND,ND,ND,ND,ND,ND,ND
431,07 3 11,22,28,ND,ND,ND,ND,ND,ND,ND
432,08 3 11,29,32,ND,ND,ND,ND,ND,ND,ND
433,09 3 11,33,32,ND,ND,ND,ND,ND,ND,ND
434,10 3 11,27,28,ND,ND,ND,ND,ND,ND,ND
435,11 3 11,33,37,ND,ND,ND,ND,ND,ND,ND
436,12 3 11,25,29,ND,ND,ND,ND,ND,ND,ND
437,13 3 11,20,34,ND,ND,ND,ND,ND,ND,ND
438,14 3 11,20,35,ND,ND,ND,ND,ND,ND,ND
439,15 3 11,20,33,ND,ND,ND,ND,ND,ND,ND
440,16 3 11,28,30,ND,ND,ND,ND,ND,ND,ND
441,17 3 11,33,35,ND,ND,ND,ND,ND,ND,ND
442,18 3 11,44,51,ND,ND,ND,ND,ND,ND,ND
443,19 3 11,45,50,ND,ND,ND,ND,ND,ND,ND
444,20 3 11,31,31,ND,ND,ND,ND,ND,ND,ND
445,21 3 11,18,24,ND,ND,ND,ND,ND,ND,ND
446,22 3 11,22,20,ND,ND,ND,ND,ND,ND,ND
447,23 3 11,14,31,ND,ND,ND,ND,ND,ND,ND
448,24 3 11,19,27,ND,ND,ND,ND,ND,ND,ND
449,25 3 11,46,31,ND,ND,ND,ND,ND,ND,ND
450,26 3 11,50,36,ND,ND,ND,ND,ND,ND,ND
451,27 3 11,34,32,ND,ND,ND,ND,ND,ND,ND
452,28 3 11,28,37,ND,ND,ND,ND,ND,ND,ND
453,29 3 11,42,40,ND,ND,ND,ND,ND,ND,ND
454,30 3 11,35,37,ND,ND,ND,ND,ND,ND,ND
455,31 3 11,40,48,ND,ND,ND,ND,ND,ND,ND
456,01 4 11,30,40,ND,ND,ND,ND,ND,ND,ND
457,02 4 11,26,36,ND,ND,ND,ND,ND,ND,ND
458,03 4 11,23,32,ND,ND,ND,ND,ND,ND,ND
459,04 4 11,21,40,ND,ND,ND,ND,ND,ND,ND
460,05 4 11,31,38,ND,ND,ND,ND,ND,ND,ND
461,06 4 11,43,34,ND,ND,ND,ND,ND,ND,ND
462,07 4 11,39,34,ND,ND,ND,ND,ND,ND,ND
463,08 4 11,38,34,ND,ND,ND,ND,ND,ND,ND
464,09 4 11,26,26,ND,ND,ND,ND,ND,ND,ND
465,10 4 11,16,24,ND,ND,ND,ND,ND,ND,ND
466,11 4 11,17,34,ND,ND,ND,ND,ND,ND,ND
467,12 4 11,24,24,ND,ND,ND,ND,ND,ND,ND
468,13 4 11,39,25,ND,ND,ND,ND,ND,ND,ND
469,14 4 11,28,37,ND,ND,ND,ND,ND,ND,ND
470,15 4 11,30,33,ND,ND,ND,ND,ND,ND,ND
471,16 4 11,24,40,ND,ND,ND,ND,ND,ND,ND
472,17 4 11,19,20,ND,ND,ND,ND,ND,ND,ND
473,18 4 11,33,32,ND,ND,ND,ND,ND,ND,ND
474,19 4 11,25,27,ND,ND,ND,ND,ND,ND,ND
475,20 4 11,22,20,ND,ND,ND,ND,ND,ND,ND
476,21 4 11,22,27,ND,ND,ND,ND,ND,ND,ND
477,22 4 11,12,24,ND,ND,ND,ND,ND,ND,ND
478,23 4 11,16,28,ND,ND,ND,ND,ND,ND,ND
479,24 4 11,16,24,ND,ND,ND,ND,ND,ND,ND
480,25 4 11,17,20,ND,ND,ND,ND,ND,ND,ND
481,26 4 11,23,29,ND,ND,ND,ND,ND,ND,ND
482,27 4 11,16,26,ND,ND,ND,ND,ND,ND,ND
483,28 4 11,21,24,ND,ND,ND,ND,ND,ND,ND
484,29 4 11,32,38,ND,ND,ND,ND,ND,ND,ND
485,30 4 11,33,42,ND,ND,ND,ND,ND,ND,ND
486,01 5 11,28,ND,ND,ND,ND,ND,ND,ND,ND
487,02 5 11,19,48,ND,ND,ND,ND,ND,ND,ND
488,03 5 11,33,40,ND,ND,ND,ND,ND,ND,ND
489,04 5 11,32,35,ND,ND,ND,ND,ND,ND,ND
490,05 5 11,22,34,ND,ND,ND,ND,ND,ND,ND
491,06 5 11,31,37,ND,ND,ND,ND,ND,ND,ND
492,07 5 11,30,35,ND,ND,ND,ND,ND,ND,ND
493,08 5 11,31,41,ND,ND,ND,ND,ND,ND,ND
494,09 5 11,29,33,ND,ND,ND,ND,ND,ND,ND
495,10 5 11,42,50,ND,ND,ND,ND,ND,ND,ND
496,11 5 11,46,52,ND,ND,ND,ND,ND,ND,ND
497,12 5 11,34,34,ND,ND,ND,ND,ND,ND,ND
498,13 5 11,29,32,ND,ND,ND,ND,ND,ND,ND
499,14 5 11,24,23,ND,ND,ND,ND,ND,ND,ND
500,15 5 11,24,27,ND,ND,ND,ND,ND,ND,ND
501,16 5 11,21,27,ND,ND,ND,ND,ND,ND,ND
502,17 5 11,18,21,ND,ND,ND,ND,ND,ND,ND
503,18 5 11,27,31,ND,ND,ND,ND,ND,ND,ND
504,19 5 11,27,27,ND,ND,ND,ND,ND,ND,ND
505,20 5 11,29,29,ND,ND,ND,ND,ND,ND,ND
506,21 5 11,32,27,ND,ND,ND,ND,ND,ND,ND
507,22 5 11,27,23,ND,ND,ND,ND,ND,ND,ND
508,23 5 11,20,28,ND,ND,ND,ND,ND,ND,ND
509,24 5 11,27,31,ND,ND,ND,ND,ND,ND,ND
510,25 5 11,23,24,ND,ND,ND,ND,ND,ND,ND
511,26 5 11,43,29,ND,ND,ND,ND,ND,ND,ND
512,27 5 11,43,31,ND,ND,ND,ND,ND,ND,ND
513,28 5 11,41,ND,ND,ND,ND,ND,ND,ND,ND
514,29 5 11,41,ND,ND,ND,ND,ND,ND,ND,ND
515,30 5 11,19,13,ND,ND,ND,ND,ND,ND,ND
516,31 5 11,19,15,ND,ND,ND,ND,ND,ND,ND
517,01 6 11,17,32,ND,ND,ND,ND,ND,ND,ND
518,02 6 11,21,34,ND,ND,ND,ND,ND,ND,ND
519,03 6 11,19,22,ND,ND,ND,ND,ND,ND,ND
520,04 6 11,22,19,ND,ND,ND,ND,ND,ND,ND
521,05 6 11,22,ND,ND,ND,ND,ND,ND,ND,ND
522,06 6 11,8,ND,ND,ND,ND,ND,ND,ND,ND
523,07 6 11,16,15,ND,ND,ND,ND,ND,ND,ND
524,08 6 11,13,32,ND,ND,ND,ND,ND,ND,ND
525,09 6 11,17,30,ND,ND,ND,ND,ND,ND,ND
526,10 6 11,18,38,ND,ND,ND,ND,ND,ND,ND
527,11 6 11,32,34,ND,ND,ND,ND,ND,ND,ND
528,12 6 11,30,34,ND,ND,ND,ND,ND,ND,ND
529,13 6 11,17,28,ND,ND,ND,ND,ND,ND,ND
530,14 6 11,19,19,ND,ND,ND,ND,ND,ND,ND
531,15 6 11,21,30,ND,ND,ND,ND,ND,ND,ND
532,16 6 11,22,29,ND,ND,ND,ND,ND,ND,ND
533,17 6 11,31,45,ND,ND,ND,ND,ND,ND,ND
534,18 6 11,34,42,ND,ND,ND,ND,ND,ND,ND
535,19 6 11,34,37,ND,ND,ND,ND,ND,ND,ND
536,20 6 11,21,28,ND,ND,ND,ND,ND,ND,ND
537,21 6 11,24,35,ND,ND,ND,ND,ND,ND,ND
538,22 6 11,24,39,ND,ND,ND,ND,ND,ND,ND
539,23 6 11,24,30,ND,ND,ND,ND,ND,ND,ND
540,24 6 11,24,45,ND,ND,ND,ND,ND,ND,ND
541,25 6 11,25,24,ND,ND,ND,ND,ND,ND,ND
542,26 6 11,19,30,ND,ND,ND,ND,ND,ND,ND
543,27 6 11,21,29,ND,ND,ND,ND,ND,ND,ND
544,28 6 11,32,43,ND,ND,ND,ND,ND,ND,ND
545,29 6 11,34,48,ND,ND,ND,ND,ND,ND,ND
546,30 6 11,24,36,ND,ND,ND,ND,ND,ND,ND
547,01 7 11,24,28,ND,ND,ND,ND,ND,ND,ND
548,02 7 11,28,32,ND,ND,ND,ND,ND,ND,ND
549,03 7 11,27,30,ND,ND,ND,ND,ND,ND,ND
550,04 7 11,17,29,ND,ND,ND,ND,ND,ND,ND
551,05 7 11,26,29,ND,ND,ND,ND,ND,ND,ND
552,06 7 11,27,43,ND,ND,ND,ND,ND,ND,ND
553,07 7 11,39,46,ND,ND,ND,ND,ND,ND,ND
554,08 7 11,50,57,ND,ND,ND,ND,ND,ND,ND
555,09 7 11,42,51,ND,ND,ND,ND,ND,ND,ND
556,10 7 11,37,40,ND,ND,ND,ND,ND,ND,ND
557,11 7 11,34,41,ND,ND,ND,ND,ND,ND,ND
558,12 7 11,36,41,ND,ND,ND,ND,ND,ND,ND
559,13 7 11,24,23,ND,ND,ND,ND,ND,ND,ND
560,14 7 11,18,26,ND,ND,ND,ND,ND,ND,ND
561,15 7 11,16,31,ND,ND,ND,ND,ND,ND,ND
562,16 7 11,21,26,ND,ND,ND,ND,ND,ND,ND
563,17 7 11,18,32,ND,ND,ND,ND,ND,ND,ND
564,18 7 11,29,40,ND,ND,ND,ND,ND,ND,ND
565,19 7 11,29,43,ND,ND,ND,ND,ND,ND,ND
566,20 7 11,33,53,ND,ND,ND,ND,ND,ND,ND
567,21 7 11,26,ND,ND,ND,ND,ND,ND,ND,ND
568,22 7 11,48,ND,ND,ND,ND,ND,ND,ND,ND
569,23 7 11,45,ND,ND,ND,ND,ND,ND,ND,ND
570,24 7 11,34,ND,ND,ND,ND,ND,ND,ND,ND
571,25 7 11,24,14,ND,ND,ND,ND,ND,ND,ND
572,26 7 11,32,53,ND,ND,ND,ND,ND,ND,ND
573,27 7 11,32,55,ND,ND,ND,ND,ND,ND,ND
574,28 7 11,25,51,ND,ND,ND,ND,ND,ND,ND
575,29 7 11,21,32,ND,ND,ND,ND,ND,ND,ND
576,30 7 11,26,20,ND,ND,ND,ND,ND,ND,ND
577,31 7 11,29,31,ND,ND,ND,ND,ND,ND,ND
578,01 8 11,42,45,ND,ND,ND,ND,ND,ND,ND
579,02 8 11,46,55,ND,ND,ND,ND,ND,ND,ND
580,03 8 11,31,53,ND,ND,ND,ND,ND,ND,ND
581,04 8 11,28,41,ND,ND,ND,ND,ND,ND,ND
582,05 8 11,32,53,ND,ND,ND,ND,ND,ND,ND
583,06 8 11,30,59,ND,ND,ND,ND,ND,ND,ND
584,07 8 11,31,55,ND,ND,ND,ND,ND,ND,ND
585,08 8 11,42,48,ND,ND,ND,ND,ND,ND,ND
586,09 8 11,47,62,ND,ND,ND,ND,ND,ND,ND
587,10 8 11,51,59,ND,ND,ND,ND,ND,ND,ND
588,11 8 11,40,55,ND,ND,ND,ND,ND,ND,ND
589,12 8 11,42,53,ND,ND,ND,ND,ND,ND,ND
590,13 8 11,39,55,ND,ND,ND,ND,ND,ND,ND
591,14 8 11,30,46,ND,ND,ND,ND,ND,ND,ND
592,15 8 11,21,31,ND,ND,ND,ND,ND,ND,ND
593,16 8 11,23,32,ND,ND,ND,ND,ND,ND,ND
594,17 8 11,39,45,ND,ND,ND,ND,ND,ND,ND
595,18 8 11,33,48,ND,ND,ND,ND,ND,ND,ND
596,19 8 11,35,43,ND,ND,ND,ND,ND,ND,ND
597,20 8 11,38,49,ND,ND,ND,ND,ND,ND,ND
598,21 8 11,28,45,ND,ND,ND,ND,ND,ND,ND
599,22 8 11,39,32,ND,ND,ND,ND,ND,ND,ND
600,23 8 11,33,41,ND,ND,ND,ND,ND,ND,ND
601,24 8 11,39,40,ND,ND,ND,ND,ND,ND,ND
602,25 8 11,32,39,ND,ND,ND,ND,ND,ND,ND
603,26 8 11,41,51,ND,ND,ND,ND,ND,ND,ND
604,27 8 11,39,48,ND,ND,ND,ND,ND,ND,ND
605,28 8 11,28,45,ND,ND,ND,ND,ND,ND,ND
606,29 8 11,41,29,ND,ND,ND,ND,ND,ND,ND
607,30 8 11,34,53,ND,ND,ND,ND,ND,ND,ND
608,31 8 11,37,54,ND,ND,ND,ND,ND,ND,ND
609,01 9 11,34,47,ND,ND,ND,ND,ND,ND,ND
610,02 9 11,35,52,ND,ND,ND,ND,ND,ND,ND
611,03 9 11,36,49,ND,ND,ND,ND,ND,ND,ND
612,04 9 11,25,38,ND,ND,ND,ND,ND,ND,ND
613,05 9 11,24,48,ND,ND,ND,ND,ND,ND,ND
614,06 9 11,31,48,ND,ND,ND,ND,ND,ND,ND
615,07 9 11,30,51,ND,ND,ND,ND,ND,ND,ND
616,08 9 11,31,41,ND,ND,ND,ND,ND,ND,ND
617,09 9 11,37,41,ND,ND,ND,ND,ND,ND,ND
618,10 9 11,47,57,ND,ND,ND,ND,ND,ND,ND
619,11 9 11,18,ND,ND,ND,ND,ND,ND,ND,ND
620,12 9 11,16,21,ND,ND,ND,ND,ND,ND,ND
621,13 9 11,17,54,ND,ND,ND,ND,ND,ND,ND
622,14 9 11,14,53,ND,ND,ND,ND,ND,ND,ND
623,15 9 11,13,41,ND,ND,ND,ND,ND,ND,ND
624,16 9 11,17,36,ND,ND,ND,ND,ND,ND,ND
625,17 9 11,16,33,ND,ND,ND,ND,ND,ND,ND
626,18 9 11,12,29,ND,ND,ND,ND,ND,ND,ND
627,19 9 11,18,22,ND,ND,ND,ND,ND,ND,ND
628,20 9 11,18,29,ND,ND,ND,ND,ND,ND,ND
629,21 9 11,30,41,ND,ND,ND,ND,ND,ND,ND
630,22 9 11,28,36,ND,ND,ND,ND,ND,ND,ND
631,23 9 11,25,30,ND,ND,ND,ND,ND,ND,ND
632,24 9 11,34,40,ND,ND,ND,ND,ND,ND,ND
633,25 9 11,26,34,ND,ND,ND,ND,ND,ND,ND
634,26 9 11,22,30,ND,ND,ND,ND,ND,ND,ND
635,27 9 11,ND,44,ND,ND,ND,ND,ND,ND,ND
636,28 9 11,16,44,ND,ND,ND,ND,ND,ND,ND
637,29 9 11,31,45,ND,ND,ND,ND,ND,ND,ND
638,30 9 11,22,42,ND,ND,ND,ND,ND,ND,ND
639,01 10 11,24,43,ND,ND,ND,ND,ND,ND,ND
640,02 10 11,24,30,ND,ND,ND,ND,ND,ND,ND
641,03 10 11,20,29,ND,ND,ND,ND,ND,ND,ND
642,04 10 11,19,31,ND,ND,ND,ND,ND,ND,ND
643,05 10 11,14,48,ND,ND,ND,ND,ND,ND,ND
644,06 10 11,12,49,ND,ND,ND,ND,ND,ND,ND
645,07 10 11,10,38,ND,ND,ND,ND,ND,ND,ND
646,08 10 11,10,32,ND,ND,ND,ND,ND,ND,ND
647,09 10 11,9,15,ND,ND,ND,ND,ND,ND,ND
648,10 10 11,21,26,ND,ND,ND,ND,ND,ND,ND
649,11 10 11,23,ND,ND,ND,ND,ND,ND,ND,ND
650,12 10 11,11,9,ND,ND,ND,ND,ND,ND,ND
651,13 10 11,17,23,ND,ND,ND,ND,ND,ND,ND
652,14 10 11,19,22,ND,ND,ND,ND,ND,ND,ND
653,15 10 11,19,22,ND,ND,ND,ND,ND,ND,ND
654,16 10 11,13,20,ND,ND,ND,ND,ND,ND,ND
655,17 10 11,8,8,ND,ND,ND,ND,ND,ND,ND
656,18 10 11,10,26,ND,ND,ND,ND,ND,ND,ND
657,19 10 11,11,38,ND,ND,ND,ND,ND,ND,ND
658,20 10 11,21,36,ND,ND,ND,ND,ND,ND,ND
659,21 10 11,26,34,ND,ND,ND,ND,ND,ND,ND
660,22 10 11,27,ND,ND,ND,ND,ND,ND,ND,ND
661,23 10 11,19,ND,ND,ND,ND,ND,ND,ND,ND
662,24 10 11,30,ND,ND,ND,ND,ND,ND,ND,ND
663,25 10 11,44,9,ND,ND,ND,ND,ND,ND,ND
664,26 10 11,29,29,ND,ND,ND,ND,ND,ND,ND
665,27 10 11,24,37,ND,ND,ND,ND,ND,ND,ND
666,28 10 11,23,40,ND,ND,ND,ND,ND,ND,ND
667,29 10 11,9,23,ND,ND,ND,ND,ND,ND,ND
668,30 10 11,5,26,ND,ND,ND,ND,ND,ND,ND
669,31 10 11,9,29,ND,ND,ND,ND,ND,ND,ND
670,01 11 11,7,54,ND,ND,ND,ND,ND,ND,ND
671,02 11 11,8,53,ND,ND,ND,ND,ND,ND,ND
672,03 11 11,7,37,ND,ND,ND,ND,ND,ND,ND
673,04 11 11,9,35,ND,ND,ND,ND,ND,ND,ND
674,05 11 11,6,41,ND,ND,ND,ND,ND,ND,ND
675,06 11 11,3,37,ND,ND,ND,ND,ND,ND,ND
676,07 11 11,3,25,ND,ND,ND,ND,ND,ND,ND
677,08 11 11,17,23,ND,ND,ND,ND,ND,ND,ND
678,09 11 11,16,25,ND,ND,ND,ND,ND,ND,ND
679,10 11 11,16,30,ND,ND,ND,ND,ND,ND,ND
680,11 11 11,15,ND,ND,ND,ND,ND,ND,ND,ND
681,12 11 11,19,ND,ND,ND,ND,ND,ND,ND,ND
682,13 11 11,17,ND,ND,ND,ND,ND,ND,ND,ND
683,14 11 11,14,ND,ND,ND,ND,ND,ND,ND,ND
684,15 11 11,12,9,ND,ND,ND,ND,ND,ND,ND
685,16 11 11,12,29,ND,ND,ND,ND,ND,ND,ND
686,17 11 11,9,33,ND,ND,ND,ND,ND,ND,ND
687,18 11 11,13,6,ND,ND,ND,ND,ND,ND,ND
688,19 11 11,10,22,ND,ND,ND,ND,ND,ND,ND
689,20 11 11,6,21,ND,ND,ND,ND,ND,ND,ND
690,21 11 11,11,18,ND,ND,ND,ND,ND,ND,ND
691,22 11 11,11,18,ND,ND,ND,ND,ND,ND,ND
692,23 11 11,12,32,ND,ND,ND,ND,ND,ND,ND
693,24 11 11,14,44,ND,ND,ND,ND,ND,ND,ND
694,25 11 11,12,53,ND,ND,ND,ND,ND,ND,ND
695,26 11 11,12,47,ND,ND,ND,ND,ND,ND,ND
696,27 11 11,9,34,ND,ND,ND,ND,ND,ND,ND
697,28 11 11,14,33,ND,ND,ND,ND,ND,ND,ND
698,29 11 11,15,32,ND,ND,ND,ND,ND,ND,ND
699,30 11 11,13,25,ND,ND,ND,ND,ND,ND,ND
700,01 12 11,14,28,ND,ND,ND,ND,ND,ND,ND
701,02 12 11,16,41,ND,ND,ND,ND,ND,ND,ND
702,03 12 11,13,27,ND,ND,ND,ND,ND,ND,ND
703,04 12 11,17,28,ND,ND,ND,ND,ND,ND,ND
704,05 12 11,14,25,ND,ND,ND,ND,ND,ND,ND
705,06 12 11,14,19,ND,ND,ND,ND,ND,ND,ND
706,07 12 11,22,19,ND,ND,ND,ND,ND,ND,ND
707,08 12 11,20,23,ND,ND,ND,ND,ND,ND,ND
708,09 12 11,14,37,ND,ND,ND,ND,ND,ND,ND
709,10 12 11,13,44,ND,ND,ND,ND,ND,ND,ND
710,11 12 11,14,25,ND,ND,ND,ND,ND,ND,ND
711,12 12 11,14,20,ND,ND,ND,ND,ND,ND,ND
712,13 12 11,20,20,ND,ND,ND,ND,ND,ND,ND
713,14 12 11,24,27,ND,ND,ND,ND,ND,ND,ND
714,15 12 11,20,18,ND,ND,ND,ND,ND,ND,ND
715,16 12 11,20,20,ND,ND,ND,ND,ND,ND,ND
716,17 12 11,19,26,ND,ND,ND,ND,ND,ND,ND
717,18 12 11,17,27,ND,ND,ND,ND,ND,ND,ND
718,19 12 11,29,15,ND,ND,ND,ND,ND,ND,ND
719,20 12 11,26,34,ND,ND,ND,ND,ND,ND,ND
720,21 12 11,22,54,ND,ND,ND,ND,ND,ND,ND
721,22 12 11,19,56,ND,ND,ND,ND,ND,ND,ND
722,23 12 11,16,54,ND,ND,ND,ND,ND,ND,ND
723,24 12 11,17,37,ND,ND,ND,ND,ND,ND,ND
724,25 12 11,14,24,ND,ND,ND,ND,ND,ND,ND
725,26 12 11,13,25,ND,ND,ND,ND,ND,ND,ND
726,27 12 11,15,40,ND,ND,ND,ND,ND,ND,ND
727,28 12 11,15,40,ND,ND,ND,ND,ND,ND,ND
728,29 12 11,14,28,ND,ND,ND,ND,ND,ND,ND
729,30 12 11,13,ND,ND,ND,ND,ND,ND,ND,ND
730,31 12 11,12,ND,ND,ND,ND,ND,ND,ND,ND
731,01 1 12,13,ND,ND,ND,ND,ND,ND,ND,ND
732,02 1 12,14,ND,ND,ND,ND,ND,ND,ND,ND
733,03 1 12,14,ND,ND,ND,ND,ND,ND,ND,ND
734,04 1 12,13,ND,ND,ND,ND,ND,ND,ND,ND
735,05 1 12,15,ND,ND,ND,ND,ND,ND,ND,ND
736,06 1 12,15,ND,ND,ND,ND,ND,ND,ND,ND
737,07 1 12,15,ND,ND,ND,ND,ND,ND,ND,ND
738,08 1 12,10,ND,ND,ND,ND,ND,ND,ND,ND
739,09 1 12,8,ND,ND,ND,ND,ND,ND,ND,ND
740,10 1 12,16,ND,ND,ND,ND,ND,ND,ND,ND
741,11 1 12,13,ND,ND,ND,ND,ND,ND,ND,ND
742,12 1 12,16,10,ND,ND,ND,ND,ND,ND,ND
743,13 1 12,17,9,ND,ND,ND,ND,ND,ND,ND
744,14 1 12,17,11,ND,ND,ND,ND,ND,ND,ND
745,15 1 12,13,9,ND,ND,ND,ND,ND,ND,ND
746,16 1 12,16,11,ND,ND,ND,ND,ND,ND,ND
747,17 1 12,17,72,ND,ND,ND,ND,ND,ND,ND
748,18 1 12,17,69,ND,ND,ND,ND,ND,ND,ND
749,19 1 12,15,69,ND,ND,ND,ND,ND,ND,ND
750,20 1 12,22,67,ND,ND,ND,ND,ND,ND,ND
751,21 1 12,17,66,ND,ND,ND,ND,ND,ND,ND
752,22 1 12,17,62,ND,ND,ND,ND,ND,ND,ND
753,23 1 12,16,60,ND,ND,ND,ND,ND,ND,ND
754,24 1 12,22,55,ND,ND,ND,ND,ND,ND,ND
755,25 1 12,16,11,ND,ND,ND,ND,ND,ND,ND
756,26 1 12,19,56,ND,ND,ND,ND,ND,ND,ND
757,27 1 12,20,58,ND,ND,ND,ND,ND,ND,ND
758,28 1 12,17,58,ND,ND,ND,ND,ND,ND,ND
759,29 1 12,13,57,ND,ND,ND,ND,ND,ND,ND
760,30 1 12,19,55,ND,ND,ND,ND,ND,ND,ND
761,31 1 12,20,56,ND,ND,ND,ND,ND,ND,ND
762,01 2 12,20,56,ND,ND,ND,ND,ND,ND,ND
763,02 2 12,20,56,ND,ND,ND,ND,ND,ND,ND
764,03 2 12,19,53,ND,ND,ND,ND,ND,ND,ND
765,04 2 12,19,52,ND,ND,ND,ND,ND,ND,ND
766,05 2 12,14,52,ND,ND,ND,ND,ND,ND,ND
767,06 2 12,22,53,ND,ND,ND,ND,ND,ND,ND
768,07 2 12,21,55,ND,ND,ND,ND,ND,ND,ND
769,08 2 12,23,52,ND,ND,ND,ND,ND,ND,ND
770,09 2 12,21,48,ND,ND,ND,ND,ND,ND,ND
771,10 2 12,23,52,ND,ND,ND,ND,ND,ND,ND
772,11 2 12,21,47,ND,ND,ND,ND,ND,ND,ND
773,12 2 12,16,41,ND,ND,ND,ND,ND,ND,ND
774,13 2 12,20,41,ND,ND,ND,ND,ND,ND,ND
775,14 2 12,20,44,ND,ND,ND,ND,ND,ND,ND
776,15 2 12,20,44,ND,ND,ND,ND,ND,ND,ND
777,16 2 12,17,42,ND,ND,ND,ND,ND,ND,ND
778,17 2 12,16,38,ND,ND,ND,ND,ND,ND,ND
779,18 2 12,17,33,ND,ND,ND,ND,ND,ND,ND
780,19 2 12,13,ND,ND,ND,ND,ND,ND,ND,ND
781,20 2 12,17,ND,ND,ND,ND,ND,ND,ND,ND
782,21 2 12,17,12,ND,ND,ND,ND,ND,ND,ND
783,22 2 12,21,58,ND,ND,ND,ND,ND,ND,ND
784,23 2 12,19,52,ND,ND,ND,ND,ND,ND,ND
785,24 2 12,23,58,ND,ND,ND,ND,ND,ND,ND
786,25 2 12,20,57,ND,ND,ND,ND,ND,ND,ND
787,26 2 12,19,33,ND,ND,ND,ND,ND,ND,ND
788,27 2 12,22,33,ND,ND,ND,ND,ND,ND,ND
789,28 2 12,21,33,ND,ND,ND,ND,ND,ND,ND
790,29 2 12,20,30,ND,ND,ND,ND,ND,ND,ND
791,01 3 12,22,35,ND,ND,ND,ND,ND,ND,ND
792,02 3 12,22,53,ND,ND,ND,ND,ND,ND,ND
793,03 3 12,26,51,ND,ND,ND,ND,ND,ND,ND
794,04 3 12,19,40,ND,ND,ND,ND,ND,ND,ND
795,05 3 12,20,24,ND,ND,ND,ND,ND,ND,ND
796,06 3 12,24,30,ND,ND,ND,ND,ND,ND,ND
797,07 3 12,23,53,ND,ND,ND,ND,ND,ND,ND
798,08 3 12,22,54,ND,ND,ND,ND,ND,ND,ND
799,09 3 12,24,52,ND,ND,ND,ND,ND,ND,ND
800,10 3 12,22,45,ND,ND,ND,ND,ND,ND,ND
801,11 3 12,21,43,ND,ND,ND,ND,ND,ND,ND
802,12 3 12,24,52,ND,ND,ND,ND,ND,ND,ND
803,13 3 12,23,53,ND,ND,ND,ND,ND,ND,ND
804,14 3 12,26,45,ND,ND,ND,ND,ND,ND,ND
805,15 3 12,24,29,ND,ND,ND,ND,ND,ND,ND
806,16 3 12,27,11,ND,ND,ND,ND,ND,ND,ND
807,17 3 12,23,24,ND,ND,ND,ND,ND,ND,ND
808,18 3 12,23,31,ND,ND,ND,ND,ND,ND,ND
809,19 3 12,21,26,ND,ND,ND,ND,ND,ND,ND
810,20 3 12,26,40,ND,ND,ND,ND,ND,ND,ND
811,21 3 12,27,39,ND,ND,ND,ND,ND,ND,ND
812,22 3 12,26,32,ND,ND,ND,ND,ND,ND,ND
813,23 3 12,24,9,ND,ND,ND,ND,ND,ND,ND
814,24 3 12,22,8,ND,ND,ND,ND,ND,ND,ND
815,25 3 12,21,7,ND,ND,ND,ND,ND,ND,ND
816,26 3 12,27,10,ND,ND,ND,ND,ND,ND,ND
817,27 3 12,24,32,ND,ND,ND,ND,ND,ND,ND
818,28 3 12,23,10,ND,ND,ND,ND,ND,ND,ND
819,29 3 12,26,9,ND,ND,ND,ND,ND,ND,ND
820,30 3 12,27,11,ND,ND,ND,ND,ND,ND,ND
821,31 3 12,29,45,ND,ND,ND,ND,ND,ND,ND
822,01 4 12,30,36,ND,ND,ND,ND,ND,ND,ND
823,02 4 12,29,33,ND,ND,ND,ND,ND,ND,ND
824,03 4 12,22,37,ND,ND,ND,ND,ND,ND,ND
825,04 4 12,21,36,ND,ND,ND,ND,ND,ND,ND
826,05 4 12,ND,30,ND,ND,ND,ND,ND,ND,ND
