id,Fecha,ERA - Obrero,La Flora,Pance,Univalle,Base Aerea,Compartir,La Ermita,Cañav eralejo,Transitoria
827,06 4 12,ND,14,ND,ND,ND,ND,ND,ND,ND
828,07 4 12,ND,15,ND,ND,ND,ND,ND,ND,ND
829,08 4 12,ND,19,ND,ND,ND,ND,ND,ND,ND
830,09 4 12,17,11,ND,ND,ND,ND,ND,ND,ND
831,10 4 12,17,12,ND,ND,ND,ND,ND,ND,ND
832,11 4 12,21,5,ND,ND,ND,ND,ND,ND,ND
833,12 4 12,24,ND,ND,ND,ND,ND,ND,ND,ND
834,13 4 12,22,ND,ND,ND,ND,ND,ND,ND,ND
835,14 4 12,20,ND,ND,ND,ND,ND,ND,ND,ND
836,15 4 12,19,ND,ND,ND,ND,ND,ND,ND,ND
837,16 4 12,19,ND,ND,ND,ND,ND,ND,ND,ND
838,17 4 12,22,ND,ND,ND,ND,ND,ND,ND,ND
839,18 4 12,20,ND,ND,ND,ND,ND,ND,ND,ND
840,19 4 12,28,19,ND,ND,ND,ND,ND,ND,ND
841,20 4 12,28,17,ND,ND,ND,ND,ND,ND,ND
842,21 4 12,30,27,ND,ND,ND,ND,ND,ND,ND
843,22 4 12,31,20,ND,ND,ND,ND,ND,ND,ND
844,23 4 12,27,36,ND,ND,ND,ND,ND,ND,ND
845,24 4 12,22,7,ND,ND,ND,ND,ND,ND,ND
846,25 4 12,23,12,ND,ND,ND,ND,ND,ND,ND
847,26 4 12,22,9,ND,ND,ND,ND,ND,ND,ND
848,27 4 12,24,10,ND,ND,ND,ND,ND,ND,ND
849,28 4 12,27,7,ND,ND,ND,ND,ND,ND,ND
850,29 4 12,27,9,ND,ND,ND,ND,ND,ND,ND
851,30 4 12,24,11,ND,ND,ND,ND,ND,ND,ND
852,01 5 12,23,9,ND,ND,ND,ND,ND,ND,ND
853,02 5 12,24,23,ND,ND,ND,ND,ND,ND,ND
854,03 5 12,22,7,ND,ND,ND,ND,ND,ND,ND
855,04 5 12,26,8,ND,ND,ND,ND,ND,ND,ND
856,05 5 12,28,7,ND,ND,ND,ND,ND,ND,ND
857,06 5 12,30,7,ND,ND,ND,ND,ND,ND,ND
858,07 5 12,29,6,ND,ND,ND,ND,ND,ND,ND
859,08 5 12,27,8,ND,ND,ND,ND,ND,ND,ND
860,09 5 12,27,6,ND,ND,ND,ND,ND,ND,ND
861,10 5 12,28,7,ND,ND,ND,ND,ND,ND,ND
862,11 5 12,28,7,ND,ND,ND,ND,ND,ND,ND
863,12 5 12,27,8,ND,ND,ND,ND,ND,ND,ND
864,13 5 12,20,5,ND,ND,ND,ND,ND,ND,ND
865,14 5 12,20,7,ND,ND,ND,ND,ND,ND,ND
866,15 5 12,26,9,ND,ND,ND,ND,ND,ND,ND
867,16 5 12,23,9,ND,ND,ND,ND,ND,ND,ND
868,17 5 12,23,8,ND,ND,ND,ND,ND,ND,ND
869,18 5 12,24,8,ND,ND,ND,ND,ND,ND,ND
870,19 5 12,22,6,ND,ND,ND,ND,ND,ND,ND
871,20 5 12,19,6,ND,ND,ND,ND,ND,ND,ND
872,21 5 12,16,6,ND,ND,ND,ND,ND,ND,ND
873,22 5 12,26,5,ND,ND,ND,ND,ND,ND,ND
874,23 5 12,22,13,ND,ND,ND,ND,ND,ND,ND
875,24 5 12,22,11,ND,ND,ND,ND,ND,ND,ND
876,25 5 12,23,10,ND,ND,ND,ND,ND,ND,ND
877,26 5 12,23,11,ND,ND,ND,ND,ND,ND,ND
878,27 5 12,20,9,ND,ND,ND,ND,ND,ND,ND
879,28 5 12,22,7,ND,ND,ND,ND,ND,ND,ND
880,29 5 12,23,11,ND,ND,ND,ND,ND,ND,ND
881,30 5 12,23,11,ND,ND,ND,ND,ND,ND,ND
882,31 5 12,19,11,ND,ND,ND,ND,ND,ND,ND
883,01 6 12,20,12,ND,ND,ND,ND,ND,ND,ND
884,02 6 12,23,36,ND,ND,ND,ND,ND,ND,ND
885,03 6 12,20,30,ND,ND,ND,ND,ND,ND,ND
886,04 6 12,34,35,ND,ND,ND,ND,ND,ND,ND
887,05 6 12,53,42,ND,ND,ND,ND,ND,ND,ND
888,06 6 12,57,42,ND,ND,ND,ND,ND,ND,ND
889,07 6 12,48,35,ND,ND,ND,ND,ND,ND,ND
890,08 6 12,45,30,ND,ND,ND,ND,ND,ND,ND
891,09 6 12,44,42,ND,ND,ND,ND,ND,ND,ND
892,10 6 12,36,44,ND,ND,ND,ND,ND,ND,ND
893,11 6 12,29,26,ND,ND,ND,ND,ND,ND,ND
894,12 6 12,29,26,ND,ND,ND,ND,ND,ND,ND
895,13 6 12,30,22,ND,ND,ND,ND,ND,ND,ND
896,14 6 12,38,20,ND,ND,ND,ND,ND,ND,ND
897,15 6 12,48,8,ND,ND,ND,ND,ND,ND,ND
898,16 6 12,47,16,ND,ND,ND,ND,ND,ND,ND
899,17 6 12,33,8,ND,ND,ND,ND,ND,ND,ND
900,18 6 12,20,15,ND,ND,ND,ND,ND,ND,ND
901,19 6 12,20,11,ND,ND,ND,ND,ND,ND,ND
902,20 6 12,28,10,ND,ND,ND,ND,ND,ND,ND
903,21 6 12,32,8,ND,ND,ND,ND,ND,ND,ND
904,22 6 12,43,14,ND,ND,ND,ND,ND,ND,ND
905,23 6 12,59,19,ND,ND,ND,ND,ND,ND,ND
906,24 6 12,66,9,ND,ND,ND,ND,ND,ND,ND
907,25 6 12,55,12,ND,ND,ND,ND,ND,ND,ND
908,26 6 12,39,26,ND,ND,ND,ND,ND,ND,ND
909,27 6 12,39,29,ND,ND,ND,ND,ND,ND,ND
910,28 6 12,41,29,ND,ND,ND,ND,ND,ND,ND
911,29 6 12,34,30,ND,ND,ND,ND,ND,ND,ND
912,30 6 12,27,29,ND,ND,ND,ND,ND,ND,ND
913,01 7 12,25,29,ND,ND,ND,ND,ND,ND,ND
914,02 7 12,34,29,ND,ND,ND,ND,ND,ND,ND
915,03 7 12,37,30,ND,ND,ND,ND,ND,ND,ND
916,04 7 12,39,36,ND,ND,ND,ND,ND,ND,ND
917,05 7 12,31,18,ND,ND,ND,ND,ND,ND,ND
918,06 7 12,40,16,ND,ND,ND,ND,ND,ND,ND
919,07 7 12,54,36,ND,ND,ND,ND,ND,ND,ND
920,08 7 12,52,36,ND,ND,ND,ND,ND,ND,ND
921,09 7 12,37,47,ND,ND,ND,ND,ND,ND,ND
922,10 7 12,41,47,ND,ND,ND,ND,ND,ND,ND
923,11 7 12,40,47,ND,ND,ND,ND,ND,ND,ND
924,12 7 12,29,33,ND,ND,ND,ND,ND,ND,ND
925,13 7 12,44,35,ND,ND,ND,ND,ND,ND,ND
926,14 7 12,55,13,ND,ND,ND,ND,ND,ND,ND
927,15 7 12,55,10,ND,ND,ND,ND,ND,ND,ND
928,16 7 12,45,14,ND,ND,ND,ND,ND,ND,ND
929,17 7 12,49,32,ND,ND,ND,ND,ND,ND,ND
930,18 7 12,48,33,ND,ND,ND,ND,ND,ND,ND
931,19 7 12,47,27,ND,ND,ND,ND,ND,ND,ND
932,20 7 12,44,7,ND,ND,ND,ND,ND,ND,ND
933,21 7 12,41,7,ND,ND,ND,ND,ND,ND,ND
934,22 7 12,49,4,ND,ND,ND,ND,ND,ND,ND
935,23 7 12,43,5,ND,ND,ND,ND,ND,ND,ND
936,24 7 12,48,ND,ND,ND,ND,ND,ND,ND,ND
937,25 7 12,51,ND,ND,ND,ND,ND,ND,ND,ND
938,26 7 12,55,ND,ND,ND,ND,ND,ND,ND,ND
939,27 7 12,53,ND,ND,ND,ND,ND,ND,ND,ND
940,28 7 12,54,ND,ND,ND,ND,ND,ND,ND,ND
941,29 7 12,53,ND,ND,ND,ND,ND,ND,ND,ND
942,30 7 12,39,ND,ND,ND,ND,ND,ND,ND,ND
943,31 7 12,40,ND,ND,ND,ND,ND,ND,ND,ND
944,01 8 12,52,ND,ND,ND,ND,ND,ND,ND,ND
945,02 8 12,54,ND,ND,ND,ND,ND,ND,ND,ND
946,03 8 12,41,13,ND,ND,ND,ND,ND,ND,ND
947,04 8 12,41,56,ND,ND,ND,ND,ND,ND,ND
948,05 8 12,47,40,ND,ND,ND,ND,ND,ND,ND
949,06 8 12,31,21,ND,ND,ND,ND,ND,ND,ND
950,07 8 12,27,30,ND,ND,ND,ND,ND,ND,ND
951,08 8 12,37,38,ND,ND,ND,ND,ND,ND,ND
952,09 8 12,51,47,ND,ND,ND,ND,ND,ND,ND
953,10 8 12,49,53,ND,ND,ND,ND,ND,ND,ND
954,11 8 12,53,52,ND,ND,ND,ND,ND,ND,ND
955,12 8 12,50,44,ND,ND,ND,ND,ND,ND,ND
956,13 8 12,27,29,ND,ND,ND,ND,ND,ND,ND
957,14 8 12,47,40,ND,ND,ND,ND,ND,ND,ND
958,15 8 12,45,41,ND,ND,ND,ND,ND,ND,ND
959,16 8 12,39,35,ND,ND,ND,ND,ND,ND,ND
960,17 8 12,42,35,ND,ND,ND,ND,ND,ND,ND
961,18 8 12,40,33,ND,ND,ND,ND,ND,ND,ND
962,19 8 12,33,33,ND,ND,ND,ND,ND,ND,ND
963,20 8 12,27,33,ND,ND,ND,ND,ND,ND,ND
964,21 8 12,27,35,ND,ND,ND,ND,ND,ND,ND
965,22 8 12,43,48,ND,ND,ND,ND,ND,ND,ND
966,23 8 12,43,41,ND,ND,ND,ND,ND,ND,ND
967,24 8 12,28,36,ND,ND,ND,ND,ND,ND,ND
968,25 8 12,40,35,ND,ND,ND,ND,ND,ND,ND
969,26 8 12,41,35,ND,ND,ND,ND,ND,ND,ND
970,27 8 12,27,32,ND,ND,ND,ND,ND,ND,ND
971,28 8 12,36,47,ND,ND,ND,ND,ND,ND,ND
972,29 8 12,52,47,ND,ND,ND,ND,ND,ND,ND
973,30 8 12,50,42,ND,ND,ND,ND,ND,ND,ND
974,31 8 12,49,49,ND,ND,ND,ND,ND,ND,ND
975,01 9 12,65,61,ND,ND,ND,ND,ND,ND,ND
976,02 9 12,64,61,ND,ND,ND,ND,ND,ND,ND
977,03 9 12,47,49,ND,ND,ND,ND,ND,ND,ND
978,04 9 12,5,51,ND,ND,ND,ND,ND,ND,ND
979,05 9 12,4,53,ND,ND,ND,ND,ND,ND,ND
980,06 9 12,ND,60,ND,ND,ND,ND,ND,ND,ND
981,07 9 12,ND,62,ND,ND,ND,ND,ND,ND,ND
982,08 9 12,ND,58,ND,ND,ND,ND,ND,ND,ND
983,09 9 12,ND,39,ND,ND,ND,ND,ND,ND,ND
984,10 9 12,ND,28,ND,ND,ND,ND,ND,ND,ND
985,11 9 12,ND,49,ND,ND,ND,ND,ND,ND,ND
986,12 9 12,ND,57,ND,ND,ND,ND,ND,ND,ND
987,13 9 12,ND,55,ND,ND,ND,ND,ND,ND,ND
988,14 9 12,ND,52,ND,ND,ND,ND,ND,ND,ND
989,15 9 12,ND,52,ND,ND,ND,ND,ND,ND,ND
990,16 9 12,ND,42,ND,ND,ND,ND,ND,ND,ND
991,17 9 12,ND,43,ND,ND,ND,ND,ND,ND,ND
992,18 9 12,ND,43,ND,ND,ND,ND,ND,ND,ND
993,19 9 12,ND,38,ND,ND,ND,ND,ND,ND,ND
994,20 9 12,21,36,ND,ND,ND,ND,ND,ND,ND
995,21 9 12,35,51,ND,ND,ND,ND,ND,ND,ND
996,22 9 12,32,42,ND,ND,ND,ND,ND,ND,ND
997,23 9 12,25,30,ND,ND,ND,ND,ND,ND,ND
998,24 9 12,27,35,ND,ND,ND,ND,ND,ND,ND
999,25 9 12,28,36,ND,ND,ND,ND,ND,ND,ND
1000,26 9 12,18,19,ND,ND,ND,ND,ND,ND,ND
1001,27 9 12,35,48,ND,ND,ND,ND,ND,ND,ND
1002,28 9 12,38,48,ND,ND,ND,ND,ND,ND,ND
1003,29 9 12,27,35,ND,ND,ND,ND,ND,ND,ND
1004,30 9 12,23,34,ND,ND,ND,ND,ND,ND,ND
1005,01 10 12,23,27,ND,ND,ND,ND,ND,ND,ND
1006,02 10 12,25,31,ND,ND,ND,ND,ND,ND,ND
1007,03 10 12,29,41,ND,ND,ND,ND,ND,ND,ND
1008,04 10 12,25,36,ND,ND,ND,ND,ND,ND,ND
1009,05 10 12,15,16,ND,ND,ND,ND,ND,ND,ND
1010,06 10 12,10,16,ND,ND,ND,ND,ND,ND,ND
1011,07 10 12,11,19,ND,ND,ND,ND,ND,ND,ND
1012,08 10 12,34,25,ND,ND,ND,ND,ND,ND,ND
1013,09 10 12,35,29,ND,ND,ND,ND,ND,ND,ND
1014,10 10 12,23,28,ND,ND,ND,ND,ND,ND,ND
1015,11 10 12,24,35,ND,ND,ND,ND,ND,ND,ND
1016,12 10 12,46,37,ND,ND,ND,ND,ND,ND,ND
1017,13 10 12,47,39,ND,ND,ND,ND,ND,ND,ND
1018,14 10 12,27,25,ND,ND,ND,ND,ND,ND,ND
1019,15 10 12,16,24,ND,ND,ND,ND,ND,ND,ND
1020,16 10 12,19,22,ND,ND,ND,ND,ND,ND,ND
1021,17 10 12,35,33,ND,ND,ND,ND,ND,ND,ND
1022,18 10 12,29,34,ND,ND,ND,ND,ND,ND,ND
1023,19 10 12,43,39,ND,ND,ND,ND,ND,ND,ND
1024,20 10 12,56,59,ND,ND,ND,ND,ND,ND,ND
1025,21 10 12,46,55,ND,ND,ND,ND,ND,ND,ND
1026,22 10 12,22,27,ND,ND,ND,ND,ND,ND,ND
1027,23 10 12,38,52,ND,ND,ND,ND,ND,ND,ND
1028,24 10 12,29,37,ND,ND,ND,ND,ND,ND,ND
1029,25 10 12,22,26,ND,ND,ND,ND,ND,ND,ND
1030,26 10 12,31,48,ND,ND,ND,ND,ND,ND,ND
1031,27 10 12,32,45,ND,ND,ND,ND,ND,ND,ND
1032,28 10 12,26,34,ND,ND,ND,ND,ND,ND,ND
1033,29 10 12,21,17,ND,ND,ND,ND,ND,ND,ND
1034,30 10 12,26,31,ND,ND,ND,ND,ND,ND,ND
1035,31 10 12,23,29,ND,ND,ND,ND,ND,ND,ND
1036,01 11 12,34,26,ND,ND,ND,ND,ND,ND,ND
1037,02 11 12,30,21,ND,ND,ND,ND,ND,ND,ND
1038,03 11 12,28,22,ND,ND,ND,ND,ND,ND,ND
1039,04 11 12,18,11,ND,ND,ND,ND,ND,ND,ND
1040,05 11 12,18,15,ND,ND,ND,ND,ND,ND,ND
1041,06 11 12,19,15,ND,ND,ND,ND,ND,ND,ND
1042,07 11 12,17,23,ND,ND,ND,ND,ND,ND,ND
1043,08 11 12,30,24,ND,ND,ND,ND,ND,ND,ND
1044,09 11 12,39,30,ND,ND,ND,ND,ND,ND,ND
1045,10 11 12,40,33,ND,ND,ND,ND,ND,ND,ND
1046,11 11 12,29,22,ND,ND,ND,ND,ND,ND,ND
1047,12 11 12,18,23,ND,ND,ND,ND,ND,ND,ND
1048,13 11 12,23,23,ND,ND,ND,ND,ND,ND,ND
1049,14 11 12,24,23,ND,ND,ND,ND,ND,ND,ND
1050,15 11 12,22,26,ND,ND,ND,ND,ND,ND,ND
1051,16 11 12,31,26,ND,ND,ND,ND,ND,ND,ND
1052,17 11 12,18,17,ND,ND,ND,ND,ND,ND,ND
1053,18 11 12,15,21,ND,ND,ND,ND,ND,ND,ND
1054,19 11 12,21,22,ND,ND,ND,ND,ND,ND,ND
1055,20 11 12,21,20,ND,ND,ND,ND,ND,ND,ND
1056,21 11 12,20,24,ND,ND,ND,ND,ND,ND,ND
1057,22 11 12,20,24,ND,ND,ND,ND,ND,ND,ND
1058,23 11 12,38,27,ND,ND,ND,ND,ND,ND,ND
1059,24 11 12,39,29,ND,ND,ND,ND,ND,ND,ND
1060,25 11 12,23,23,ND,ND,ND,ND,ND,ND,ND
1061,26 11 12,16,20,ND,ND,ND,ND,ND,ND,ND
1062,27 11 12,23,17,ND,ND,ND,ND,ND,ND,ND
1063,28 11 12,41,15,ND,ND,ND,ND,ND,ND,ND
1064,29 11 12,34,15,ND,ND,ND,ND,ND,ND,ND
1065,30 11 12,26,13,ND,ND,ND,ND,ND,ND,ND
1066,01 12 12,28,17,ND,ND,ND,ND,ND,ND,ND
1067,02 12 12,32,20,ND,ND,ND,ND,ND,ND,ND
1068,03 12 12,18,27,ND,ND,ND,ND,ND,ND,ND
1069,04 12 12,29,28,ND,ND,ND,ND,ND,ND,ND
1070,05 12 12,26,23,ND,ND,ND,ND,ND,ND,ND
1071,06 12 12,25,29,ND,ND,ND,ND,ND,ND,ND
1072,07 12 12,35,29,ND,ND,ND,ND,ND,ND,ND
1073,08 12 12,34,32,ND,ND,ND,ND,ND,ND,ND
1074,09 12 12,28,27,ND,ND,ND,ND,ND,ND,ND
1075,10 12 12,31,24,ND,ND,ND,ND,ND,ND,ND
1076,11 12 12,36,34,ND,ND,ND,ND,ND,ND,ND
1077,12 12 12,31,31,ND,ND,ND,ND,ND,ND,ND
1078,13 12 12,26,28,ND,ND,ND,ND,ND,ND,ND
1079,14 12 12,34,26,ND,ND,ND,ND,ND,ND,ND
1080,15 12 12,45,22,ND,ND,ND,ND,ND,ND,ND
1081,16 12 12,32,21,ND,ND,ND,ND,ND,ND,ND
1082,17 12 12,24,22,ND,ND,ND,ND,ND,ND,ND
1083,18 12 12,19,18,ND,ND,ND,ND,ND,ND,ND
1084,19 12 12,30,27,ND,ND,ND,ND,ND,ND,ND
1085,20 12 12,36,33,ND,ND,ND,ND,ND,ND,ND
1086,21 12 12,25,31,ND,ND,ND,ND,ND,ND,ND
1087,22 12 12,ND,24,ND,ND,ND,ND,ND,ND,ND
1088,23 12 12,ND,24,ND,ND,ND,ND,ND,ND,ND
1089,24 12 12,ND,28,ND,ND,ND,ND,ND,ND,ND
1090,25 12 12,ND,27,ND,ND,ND,ND,ND,ND,ND
1091,26 12 12,ND,24,ND,ND,ND,ND,ND,ND,ND
1092,27 12 12,ND,32,ND,ND,ND,ND,ND,ND,ND
1093,28 12 12,ND,32,ND,ND,ND,ND,ND,ND,ND
1094,29 12 12,ND,26,ND,ND,ND,ND,ND,ND,ND
1095,30 12 12,ND,27,ND,ND,ND,ND,ND,ND,ND
1096,31 12 12,ND,23,ND,ND,ND,ND,ND,ND,ND
1097,01 1 13,ND,27,ND,ND,ND,ND,ND,ND,ND
1098,02 1 13,ND,23,ND,ND,ND,ND,ND,ND,ND
1099,03 1 13,ND,27,ND,ND,ND,ND,ND,ND,ND
1100,04 1 13,ND,29,ND,ND,ND,ND,ND,ND,ND
1101,05 1 13,ND,31,ND,ND,ND,ND,ND,ND,ND
1102,06 1 13,ND,34,ND,ND,ND,ND,ND,ND,ND
1103,07 1 13,ND,21,ND,ND,ND,ND,ND,ND,ND
1104,08 1 13,ND,26,ND,ND,ND,ND,ND,ND,ND
1105,09 1 13,ND,42,ND,ND,ND,ND,ND,ND,ND
1106,10 1 13,ND,38,ND,ND,ND,ND,ND,ND,ND
1107,11 1 13,ND,35,ND,ND,ND,ND,ND,ND,ND
1108,12 1 13,ND,37,ND,ND,ND,ND,ND,ND,ND
1109,13 1 13,ND,40,ND,ND,ND,ND,ND,ND,ND
1110,14 1 13,ND,23,ND,ND,ND,ND,ND,ND,ND
1111,15 1 13,ND,24,ND,ND,ND,ND,ND,ND,ND
1112,16 1 13,ND,51,ND,ND,ND,ND,ND,ND,ND
1113,17 1 13,ND,50,ND,ND,ND,ND,ND,ND,ND
1114,18 1 13,ND,53,ND,ND,ND,ND,ND,ND,ND
1115,19 1 13,ND,56,ND,ND,ND,ND,ND,ND,ND
1116,20 1 13,ND,54,ND,ND,ND,ND,ND,ND,ND
1117,21 1 13,ND,52,ND,ND,ND,ND,ND,ND,ND
1118,22 1 13,ND,53,ND,ND,ND,ND,ND,ND,ND
1119,23 1 13,ND,53,ND,ND,ND,ND,ND,ND,ND
1120,24 1 13,27,20,ND,ND,ND,ND,ND,ND,ND
1121,25 1 13,35,40,ND,ND,ND,ND,ND,ND,ND
1122,26 1 13,34,32,ND,ND,ND,ND,ND,ND,ND
1123,27 1 13,33,32,ND,ND,ND,ND,ND,ND,ND
1124,28 1 13,29,29,ND,ND,ND,ND,ND,ND,ND
1125,29 1 13,29,34,ND,ND,ND,ND,ND,ND,ND
1126,30 1 13,28,28,ND,ND,ND,ND,ND,ND,ND
1127,31 1 13,34,33,ND,ND,ND,ND,ND,ND,ND
1128,01 2 13,31,25,ND,ND,ND,ND,ND,ND,ND
1129,02 2 13,20,26,ND,ND,ND,ND,ND,ND,ND
1130,03 2 13,21,26,ND,ND,ND,ND,ND,ND,ND
1131,04 2 13,16,20,ND,ND,ND,ND,ND,ND,ND
1132,05 2 13,21,23,ND,ND,ND,ND,ND,ND,ND
1133,06 2 13,35,24,ND,ND,ND,ND,ND,ND,ND
1134,07 2 13,ND,26,ND,ND,ND,ND,ND,ND,ND
1135,08 2 13,48,23,ND,ND,ND,ND,ND,ND,ND
1136,09 2 13,23,18,ND,ND,ND,ND,ND,ND,ND
1137,10 2 13,28,21,ND,ND,ND,ND,ND,ND,ND
1138,11 2 13,34,31,ND,ND,ND,ND,ND,ND,ND
1139,12 2 13,45,36,ND,ND,ND,ND,ND,ND,ND
1140,13 2 13,42,27,ND,ND,ND,ND,ND,ND,ND
1141,14 2 13,40,27,ND,ND,ND,ND,ND,ND,ND
1142,15 2 13,53,59,ND,ND,ND,ND,ND,ND,ND
1143,16 2 13,57,60,ND,ND,ND,ND,ND,ND,ND
1144,17 2 13,39,29,ND,ND,ND,ND,ND,ND,ND
1145,18 2 13,24,20,ND,ND,ND,ND,ND,ND,ND
1146,19 2 13,50,47,ND,ND,ND,ND,ND,ND,ND
1147,20 2 13,47,42,ND,ND,ND,ND,ND,ND,ND
1148,21 2 13,37,35,ND,ND,ND,ND,ND,ND,ND
1149,22 2 13,36,34,ND,ND,ND,ND,ND,ND,ND
1150,23 2 13,38,35,ND,ND,ND,ND,ND,ND,ND
1151,24 2 13,31,29,ND,ND,ND,ND,ND,ND,ND
1152,25 2 13,24,24,ND,ND,ND,ND,ND,ND,ND
1153,26 2 13,31,31,2,ND,ND,ND,ND,ND,ND
1154,27 2 13,35,35,34,ND,ND,ND,ND,ND,ND
1155,28 2 13,34,33,31,ND,ND,ND,ND,ND,ND
1156,01 3 13,24,25,29,32,ND,ND,ND,ND,ND
1157,02 3 13,35,32,40,46,ND,ND,ND,ND,ND
1158,03 3 13,39,39,44,32,ND,ND,ND,ND,ND
1159,04 3 13,ND,29,46,45,ND,ND,ND,ND,ND
1160,05 3 13,62,25,49,59,ND,ND,ND,ND,ND
1161,06 3 13,45,21,ND,54,ND,ND,ND,ND,ND
1162,07 3 13,24,10,39,28,ND,ND,ND,ND,ND
1163,08 3 13,29,19,45,38,ND,ND,ND,ND,ND
1164,09 3 13,40,12,51,54,ND,ND,ND,ND,ND
1165,10 3 13,39,10,43,38,ND,ND,ND,ND,ND
1166,11 3 13,30,11,39,29,ND,ND,ND,ND,ND
1167,12 3 13,30,9,34,26,ND,ND,ND,ND,ND
1168,13 3 13,23,8,30,17,ND,ND,ND,ND,ND
1169,14 3 13,32,7,34,22,ND,ND,ND,ND,ND
1170,15 3 13,25,9,ND,22,ND,ND,ND,ND,ND
1171,16 3 13,43,9,ND,50,ND,ND,ND,ND,ND
1172,17 3 13,36,7,ND,38,ND,ND,ND,ND,ND
1173,18 3 13,21,11,ND,32,ND,ND,ND,ND,ND
1174,19 3 13,23,15,11,34,ND,ND,ND,ND,ND
1175,20 3 13,20,15,ND,26,ND,ND,ND,ND,ND
1176,21 3 13,26,21,ND,9,ND,ND,ND,ND,ND
1177,22 3 13,38,11,ND,39,ND,ND,ND,ND,ND
1178,23 3 13,39,16,ND,53,ND,ND,ND,ND,ND
1179,24 3 13,49,13,ND,53,ND,ND,ND,ND,ND
1180,25 3 13,25,24,ND,38,ND,ND,ND,ND,ND
1181,26 3 13,35,10,ND,34,ND,ND,ND,ND,ND
1182,27 3 13,37,20,ND,32,ND,ND,ND,ND,ND
1183,28 3 13,31,15,ND,25,ND,ND,ND,ND,ND
1184,29 3 13,25,10,ND,29,ND,ND,ND,ND,ND
1185,30 3 13,21,9,ND,32,ND,ND,ND,ND,ND
1186,31 3 13,15,9,ND,28,ND,ND,ND,ND,ND
1187,01 4 13,25,15,33,25,ND,ND,ND,ND,ND
1188,02 4 13,40,35,36,35,ND,ND,ND,ND,ND
1189,03 4 13,36,35,41,37,ND,ND,ND,ND,ND
1190,04 4 13,28,40,47,40,ND,ND,ND,ND,ND
1191,05 4 13,ND,35,49,42,ND,ND,ND,ND,ND
1192,06 4 13,ND,39,ND,51,ND,ND,ND,ND,ND
1193,07 4 13,ND,35,ND,38,ND,ND,ND,ND,ND
1194,08 4 13,ND,24,ND,31,ND,ND,ND,ND,ND
1195,09 4 13,ND,31,22,29,ND,ND,ND,ND,ND
1196,10 4 13,ND,34,40,40,ND,ND,ND,ND,ND
1197,11 4 13,ND,33,39,57,ND,ND,ND,ND,ND
1198,12 4 13,ND,10,32,49,ND,ND,ND,ND,ND
1199,13 4 13,ND,38,44,59,ND,ND,ND,ND,ND
1200,14 4 13,ND,34,44,59,ND,ND,ND,ND,ND
1201,15 4 13,ND,14,30,53,ND,ND,ND,ND,ND
1202,16 4 13,ND,25,34,46,ND,ND,ND,ND,ND
1203,17 4 13,ND,37,38,48,ND,ND,ND,ND,ND
1204,18 4 13,ND,31,36,49,ND,ND,ND,ND,ND
1205,19 4 13,ND,19,20,30,ND,ND,ND,ND,ND
1206,20 4 13,ND,15,ND,26,ND,ND,ND,ND,ND
1207,21 4 13,25,18,ND,39,ND,ND,ND,ND,ND
1208,22 4 13,14,17,ND,30,ND,ND,ND,ND,ND
1209,23 4 13,22,35,ND,12,ND,ND,ND,ND,ND
1210,24 4 13,28,32,ND,25,ND,ND,ND,ND,ND
1211,25 4 13,28,ND,ND,30,ND,ND,ND,ND,ND
1212,26 4 13,29,ND,23,ND,ND,ND,ND,ND,ND
1213,27 4 13,22,ND,21,ND,ND,ND,ND,ND,ND
1214,28 4 13,21,ND,14,ND,ND,ND,ND,ND,ND
1215,29 4 13,27,9,ND,ND,ND,ND,ND,ND,ND
1216,30 4 13,31,23,ND,ND,ND,ND,ND,ND,ND
1217,01 5 13,36,28,ND,ND,ND,ND,ND,ND,ND
1218,02 5 13,14,14,ND,ND,ND,ND,ND,ND,ND
1219,03 5 13,21,27,ND,39,ND,ND,ND,ND,ND
1220,04 5 13,42,62,ND,55,ND,ND,ND,ND,ND
1221,05 5 13,34,55,ND,51,ND,ND,ND,ND,ND
1222,06 5 13,16,21,ND,36,ND,ND,ND,ND,ND
1223,07 5 13,26,37,ND,31,ND,ND,ND,ND,ND
1224,08 5 13,38,35,30,52,ND,ND,ND,ND,ND
1225,09 5 13,39,30,31,48,ND,ND,ND,ND,ND
1226,10 5 13,25,24,32,36,8,ND,ND,ND,ND
1227,11 5 13,31,25,33,31,52,ND,ND,ND,ND
1228,12 5 13,33,23,29,30,68,ND,ND,ND,ND
1229,13 5 13,33,23,35,42,64,ND,ND,ND,ND
1230,14 5 13,22,23,30,32,54,ND,ND,ND,ND
1231,15 5 13,26,24,29,33,52,ND,ND,ND,ND
1232,16 5 13,22,13,27,25,47,ND,ND,ND,ND
1233,17 5 13,33,21,25,42,60,ND,ND,ND,ND
1234,18 5 13,28,29,34,40,62,ND,ND,ND,ND
1235,19 5 13,29,33,31,40,57,ND,ND,ND,ND
1236,20 5 13,19,22,26,22,42,ND,ND,ND,ND
1237,21 5 13,19,22,25,20,42,ND,ND,ND,ND
1238,22 5 13,25,21,30,19,48,ND,ND,ND,ND
1239,23 5 13,22,20,20,19,43,ND,ND,ND,ND
1240,24 5 13,24,28,34,27,52,ND,ND,ND,ND
1241,25 5 13,33,37,33,28,57,ND,ND,ND,ND
1242,26 5 13,26,40,18,28,56,ND,ND,ND,ND
