_id,id,Fecha,ERA - Obrero,La Flora,Pance,Univalle,Base Aerea,Compartir,La Ermita,Cañav eralejo,Transitoria
961,961,2012-08-18T00:00:00,40,33,ND,ND,ND,ND,ND,ND,ND
962,962,2012-08-19T00:00:00,33,33,ND,ND,ND,ND,ND,ND,ND
963,963,2012-08-20T00:00:00,27,33,ND,ND,ND,ND,ND,ND,ND
964,964,2012-08-21T00:00:00,27,35,ND,ND,ND,ND,ND,ND,ND
965,965,2012-08-22T00:00:00,43,48,ND,ND,ND,ND,ND,ND,ND
966,966,2012-08-23T00:00:00,43,41,ND,ND,ND,ND,ND,ND,ND
967,967,2012-08-24T00:00:00,28,36,ND,ND,ND,ND,ND,ND,ND
968,968,2012-08-25T00:00:00,40,35,ND,ND,ND,ND,ND,ND,ND
969,969,2012-08-26T00:00:00,41,35,ND,ND,ND,ND,ND,ND,ND
970,970,2012-08-27T00:00:00,27,32,ND,ND,ND,ND,ND,ND,ND
971,971,2012-08-28T00:00:00,36,47,ND,ND,ND,ND,ND,ND,ND
972,972,2012-08-29T00:00:00,52,47,ND,ND,ND,ND,ND,ND,ND
973,973,2012-08-30T00:00:00,50,42,ND,ND,ND,ND,ND,ND,ND
974,974,2012-08-31T00:00:00,49,49,ND,ND,ND,ND,ND,ND,ND
975,975,2012-01-09T00:00:00,65,61,ND,ND,ND,ND,ND,ND,ND
976,976,2012-02-09T00:00:00,64,61,ND,ND,ND,ND,ND,ND,ND
977,977,2012-03-09T00:00:00,47,49,ND,ND,ND,ND,ND,ND,ND
978,978,2012-04-09T00:00:00,5,51,ND,ND,ND,ND,ND,ND,ND
979,979,2012-05-09T00:00:00,4,53,ND,ND,ND,ND,ND,ND,ND
980,980,2012-06-09T00:00:00,ND,60,ND,ND,ND,ND,ND,ND,ND
981,981,2012-07-09T00:00:00,ND,62,ND,ND,ND,ND,ND,ND,ND
982,982,2012-08-09T00:00:00,ND,58,ND,ND,ND,ND,ND,ND,ND
983,983,2012-09-09T00:00:00,ND,39,ND,ND,ND,ND,ND,ND,ND
984,984,2012-10-09T00:00:00,ND,28,ND,ND,ND,ND,ND,ND,ND
985,985,2012-11-09T00:00:00,ND,49,ND,ND,ND,ND,ND,ND,ND
986,986,2012-12-09T00:00:00,ND,57,ND,ND,ND,ND,ND,ND,ND
987,987,2012-09-13T00:00:00,ND,55,ND,ND,ND,ND,ND,ND,ND
988,988,2012-09-14T00:00:00,ND,52,ND,ND,ND,ND,ND,ND,ND
989,989,2012-09-15T00:00:00,ND,52,ND,ND,ND,ND,ND,ND,ND
990,990,2012-09-16T00:00:00,ND,42,ND,ND,ND,ND,ND,ND,ND
991,991,2012-09-17T00:00:00,ND,43,ND,ND,ND,ND,ND,ND,ND
992,992,2012-09-18T00:00:00,ND,43,ND,ND,ND,ND,ND,ND,ND
993,993,2012-09-19T00:00:00,ND,38,ND,ND,ND,ND,ND,ND,ND
994,994,2012-09-20T00:00:00,21,36,ND,ND,ND,ND,ND,ND,ND
995,995,2012-09-21T00:00:00,35,51,ND,ND,ND,ND,ND,ND,ND
996,996,2012-09-22T00:00:00,32,42,ND,ND,ND,ND,ND,ND,ND
997,997,2012-09-23T00:00:00,25,30,ND,ND,ND,ND,ND,ND,ND
998,998,2012-09-24T00:00:00,27,35,ND,ND,ND,ND,ND,ND,ND
999,999,2012-09-25T00:00:00,28,36,ND,ND,ND,ND,ND,ND,ND
1000,1000,2012-09-26T00:00:00,18,19,ND,ND,ND,ND,ND,ND,ND
1001,1001,2012-09-27T00:00:00,35,48,ND,ND,ND,ND,ND,ND,ND
1002,1002,2012-09-28T00:00:00,38,48,ND,ND,ND,ND,ND,ND,ND
1003,1003,2012-09-29T00:00:00,27,35,ND,ND,ND,ND,ND,ND,ND
1004,1004,2012-09-30T00:00:00,23,34,ND,ND,ND,ND,ND,ND,ND
1005,1005,2012-01-10T00:00:00,23,27,ND,ND,ND,ND,ND,ND,ND
1006,1006,2012-02-10T00:00:00,25,31,ND,ND,ND,ND,ND,ND,ND
1007,1007,2012-03-10T00:00:00,29,41,ND,ND,ND,ND,ND,ND,ND
1008,1008,2012-04-10T00:00:00,25,36,ND,ND,ND,ND,ND,ND,ND
1009,1009,2012-05-10T00:00:00,15,16,ND,ND,ND,ND,ND,ND,ND
1010,1010,2012-06-10T00:00:00,10,16,ND,ND,ND,ND,ND,ND,ND
1011,1011,2012-07-10T00:00:00,11,19,ND,ND,ND,ND,ND,ND,ND
1012,1012,2012-08-10T00:00:00,34,25,ND,ND,ND,ND,ND,ND,ND
1013,1013,2012-09-10T00:00:00,35,29,ND,ND,ND,ND,ND,ND,ND
1014,1014,2012-10-10T00:00:00,23,28,ND,ND,ND,ND,ND,ND,ND
1015,1015,2012-11-10T00:00:00,24,35,ND,ND,ND,ND,ND,ND,ND
1016,1016,2012-12-10T00:00:00,46,37,ND,ND,ND,ND,ND,ND,ND
1017,1017,2012-10-13T00:00:00,47,39,ND,ND,ND,ND,ND,ND,ND
1018,1018,2012-10-14T00:00:00,27,25,ND,ND,ND,ND,ND,ND,ND
1019,1019,2012-10-15T00:00:00,16,24,ND,ND,ND,ND,ND,ND,ND
1020,1020,2012-10-16T00:00:00,19,22,ND,ND,ND,ND,ND,ND,ND
1021,1021,2012-10-17T00:00:00,35,33,ND,ND,ND,ND,ND,ND,ND
1022,1022,2012-10-18T00:00:00,29,34,ND,ND,ND,ND,ND,ND,ND
1023,1023,2012-10-19T00:00:00,43,39,ND,ND,ND,ND,ND,ND,ND
1024,1024,2012-10-20T00:00:00,56,59,ND,ND,ND,ND,ND,ND,ND
1025,1025,2012-10-21T00:00:00,46,55,ND,ND,ND,ND,ND,ND,ND
1026,1026,2012-10-22T00:00:00,22,27,ND,ND,ND,ND,ND,ND,ND
1027,1027,2012-10-23T00:00:00,38,52,ND,ND,ND,ND,ND,ND,ND
1028,1028,2012-10-24T00:00:00,29,37,ND,ND,ND,ND,ND,ND,ND
1029,1029,2012-10-25T00:00:00,22,26,ND,ND,ND,ND,ND,ND,ND
1030,1030,2012-10-26T00:00:00,31,48,ND,ND,ND,ND,ND,ND,ND
1031,1031,2012-10-27T00:00:00,32,45,ND,ND,ND,ND,ND,ND,ND
1032,1032,2012-10-28T00:00:00,26,34,ND,ND,ND,ND,ND,ND,ND
1033,1033,2012-10-29T00:00:00,21,17,ND,ND,ND,ND,ND,ND,ND
1034,1034,2012-10-30T00:00:00,26,31,ND,ND,ND,ND,ND,ND,ND
1035,1035,2012-10-31T00:00:00,23,29,ND,ND,ND,ND,ND,ND,ND
1036,1036,2012-01-11T00:00:00,34,26,ND,ND,ND,ND,ND,ND,ND
1037,1037,2012-02-11T00:00:00,30,21,ND,ND,ND,ND,ND,ND,ND
1038,1038,2012-03-11T00:00:00,28,22,ND,ND,ND,ND,ND,ND,ND
1039,1039,2012-04-11T00:00:00,18,11,ND,ND,ND,ND,ND,ND,ND
1040,1040,2012-05-11T00:00:00,18,15,ND,ND,ND,ND,ND,ND,ND
1041,1041,2012-06-11T00:00:00,19,15,ND,ND,ND,ND,ND,ND,ND
1042,1042,2012-07-11T00:00:00,17,23,ND,ND,ND,ND,ND,ND,ND
1043,1043,2012-08-11T00:00:00,30,24,ND,ND,ND,ND,ND,ND,ND
1044,1044,2012-09-11T00:00:00,39,30,ND,ND,ND,ND,ND,ND,ND
1045,1045,2012-10-11T00:00:00,40,33,ND,ND,ND,ND,ND,ND,ND
1046,1046,2012-11-11T00:00:00,29,22,ND,ND,ND,ND,ND,ND,ND
1047,1047,2012-12-11T00:00:00,18,23,ND,ND,ND,ND,ND,ND,ND
1048,1048,2012-11-13T00:00:00,23,23,ND,ND,ND,ND,ND,ND,ND
1049,1049,2012-11-14T00:00:00,24,23,ND,ND,ND,ND,ND,ND,ND
1050,1050,2012-11-15T00:00:00,22,26,ND,ND,ND,ND,ND,ND,ND
1051,1051,2012-11-16T00:00:00,31,26,ND,ND,ND,ND,ND,ND,ND
1052,1052,2012-11-17T00:00:00,18,17,ND,ND,ND,ND,ND,ND,ND
1053,1053,2012-11-18T00:00:00,15,21,ND,ND,ND,ND,ND,ND,ND
1054,1054,2012-11-19T00:00:00,21,22,ND,ND,ND,ND,ND,ND,ND
1055,1055,2012-11-20T00:00:00,21,20,ND,ND,ND,ND,ND,ND,ND
1056,1056,2012-11-21T00:00:00,20,24,ND,ND,ND,ND,ND,ND,ND
1057,1057,2012-11-22T00:00:00,20,24,ND,ND,ND,ND,ND,ND,ND
1058,1058,2012-11-23T00:00:00,38,27,ND,ND,ND,ND,ND,ND,ND
1059,1059,2012-11-24T00:00:00,39,29,ND,ND,ND,ND,ND,ND,ND
1060,1060,2012-11-25T00:00:00,23,23,ND,ND,ND,ND,ND,ND,ND
1061,1061,2012-11-26T00:00:00,16,20,ND,ND,ND,ND,ND,ND,ND
1062,1062,2012-11-27T00:00:00,23,17,ND,ND,ND,ND,ND,ND,ND
1063,1063,2012-11-28T00:00:00,41,15,ND,ND,ND,ND,ND,ND,ND
1064,1064,2012-11-29T00:00:00,34,15,ND,ND,ND,ND,ND,ND,ND
1065,1065,2012-11-30T00:00:00,26,13,ND,ND,ND,ND,ND,ND,ND
1066,1066,2012-01-12T00:00:00,28,17,ND,ND,ND,ND,ND,ND,ND
1067,1067,2012-02-12T00:00:00,32,20,ND,ND,ND,ND,ND,ND,ND
1068,1068,2012-03-12T00:00:00,18,27,ND,ND,ND,ND,ND,ND,ND
1069,1069,2012-04-12T00:00:00,29,28,ND,ND,ND,ND,ND,ND,ND
1070,1070,2012-05-12T00:00:00,26,23,ND,ND,ND,ND,ND,ND,ND
1071,1071,2012-06-12T00:00:00,25,29,ND,ND,ND,ND,ND,ND,ND
1072,1072,2012-07-12T00:00:00,35,29,ND,ND,ND,ND,ND,ND,ND
1073,1073,2012-08-12T00:00:00,34,32,ND,ND,ND,ND,ND,ND,ND
1074,1074,2012-09-12T00:00:00,28,27,ND,ND,ND,ND,ND,ND,ND
1075,1075,2012-10-12T00:00:00,31,24,ND,ND,ND,ND,ND,ND,ND
1076,1076,2012-11-12T00:00:00,36,34,ND,ND,ND,ND,ND,ND,ND
1077,1077,2012-12-12T00:00:00,31,31,ND,ND,ND,ND,ND,ND,ND
1078,1078,2012-12-13T00:00:00,26,28,ND,ND,ND,ND,ND,ND,ND
1079,1079,2012-12-14T00:00:00,34,26,ND,ND,ND,ND,ND,ND,ND
1080,1080,2012-12-15T00:00:00,45,22,ND,ND,ND,ND,ND,ND,ND
1081,1081,2012-12-16T00:00:00,32,21,ND,ND,ND,ND,ND,ND,ND
1082,1082,2012-12-17T00:00:00,24,22,ND,ND,ND,ND,ND,ND,ND
1083,1083,2012-12-18T00:00:00,19,18,ND,ND,ND,ND,ND,ND,ND
1084,1084,2012-12-19T00:00:00,30,27,ND,ND,ND,ND,ND,ND,ND
1085,1085,2012-12-20T00:00:00,36,33,ND,ND,ND,ND,ND,ND,ND
1086,1086,2012-12-21T00:00:00,25,31,ND,ND,ND,ND,ND,ND,ND
1087,1087,2012-12-22T00:00:00,ND,24,ND,ND,ND,ND,ND,ND,ND
1088,1088,2012-12-23T00:00:00,ND,24,ND,ND,ND,ND,ND,ND,ND
1089,1089,2012-12-24T00:00:00,ND,28,ND,ND,ND,ND,ND,ND,ND
1090,1090,2012-12-25T00:00:00,ND,27,ND,ND,ND,ND,ND,ND,ND
1091,1091,2012-12-26T00:00:00,ND,24,ND,ND,ND,ND,ND,ND,ND
1092,1092,2012-12-27T00:00:00,ND,32,ND,ND,ND,ND,ND,ND,ND
1093,1093,2012-12-28T00:00:00,ND,32,ND,ND,ND,ND,ND,ND,ND
1094,1094,2012-12-29T00:00:00,ND,26,ND,ND,ND,ND,ND,ND,ND
1095,1095,2012-12-30T00:00:00,ND,27,ND,ND,ND,ND,ND,ND,ND
1096,1096,2012-12-31T00:00:00,ND,23,ND,ND,ND,ND,ND,ND,ND
1097,1097,2013-01-01T00:00:00,ND,27,ND,ND,ND,ND,ND,ND,ND
1098,1098,2013-02-01T00:00:00,ND,23,ND,ND,ND,ND,ND,ND,ND
1099,1099,2013-03-01T00:00:00,ND,27,ND,ND,ND,ND,ND,ND,ND
1100,1100,2013-04-01T00:00:00,ND,29,ND,ND,ND,ND,ND,ND,ND
1101,1101,2013-05-01T00:00:00,ND,31,ND,ND,ND,ND,ND,ND,ND
1102,1102,2013-06-01T00:00:00,ND,34,ND,ND,ND,ND,ND,ND,ND
1103,1103,2013-07-01T00:00:00,ND,21,ND,ND,ND,ND,ND,ND,ND
1104,1104,2013-08-01T00:00:00,ND,26,ND,ND,ND,ND,ND,ND,ND
1105,1105,2013-09-01T00:00:00,ND,42,ND,ND,ND,ND,ND,ND,ND
1106,1106,2013-10-01T00:00:00,ND,38,ND,ND,ND,ND,ND,ND,ND
1107,1107,2013-11-01T00:00:00,ND,35,ND,ND,ND,ND,ND,ND,ND
1108,1108,2013-12-01T00:00:00,ND,37,ND,ND,ND,ND,ND,ND,ND
1109,1109,2013-01-13T00:00:00,ND,40,ND,ND,ND,ND,ND,ND,ND
1110,1110,2013-01-14T00:00:00,ND,23,ND,ND,ND,ND,ND,ND,ND
1111,1111,2013-01-15T00:00:00,ND,24,ND,ND,ND,ND,ND,ND,ND
1112,1112,2013-01-16T00:00:00,ND,51,ND,ND,ND,ND,ND,ND,ND
1113,1113,2013-01-17T00:00:00,ND,50,ND,ND,ND,ND,ND,ND,ND
1114,1114,2013-01-18T00:00:00,ND,53,ND,ND,ND,ND,ND,ND,ND
1115,1115,2013-01-19T00:00:00,ND,56,ND,ND,ND,ND,ND,ND,ND
1116,1116,2013-01-20T00:00:00,ND,54,ND,ND,ND,ND,ND,ND,ND
1117,1117,2013-01-21T00:00:00,ND,52,ND,ND,ND,ND,ND,ND,ND
1118,1118,2013-01-22T00:00:00,ND,53,ND,ND,ND,ND,ND,ND,ND
1119,1119,2013-01-23T00:00:00,ND,53,ND,ND,ND,ND,ND,ND,ND
1120,1120,2013-01-24T00:00:00,27,20,ND,ND,ND,ND,ND,ND,ND
1121,1121,2013-01-25T00:00:00,35,40,ND,ND,ND,ND,ND,ND,ND
1122,1122,2013-01-26T00:00:00,34,32,ND,ND,ND,ND,ND,ND,ND
1123,1123,2013-01-27T00:00:00,33,32,ND,ND,ND,ND,ND,ND,ND
1124,1124,2013-01-28T00:00:00,29,29,ND,ND,ND,ND,ND,ND,ND
1125,1125,2013-01-29T00:00:00,29,34,ND,ND,ND,ND,ND,ND,ND
1126,1126,2013-01-30T00:00:00,28,28,ND,ND,ND,ND,ND,ND,ND
1127,1127,2013-01-31T00:00:00,34,33,ND,ND,ND,ND,ND,ND,ND
1128,1128,2013-01-02T00:00:00,31,25,ND,ND,ND,ND,ND,ND,ND
1129,1129,2013-02-02T00:00:00,20,26,ND,ND,ND,ND,ND,ND,ND
1130,1130,2013-03-02T00:00:00,21,26,ND,ND,ND,ND,ND,ND,ND
1131,1131,2013-04-02T00:00:00,16,20,ND,ND,ND,ND,ND,ND,ND
1132,1132,2013-05-02T00:00:00,21,23,ND,ND,ND,ND,ND,ND,ND
1133,1133,2013-06-02T00:00:00,35,24,ND,ND,ND,ND,ND,ND,ND
1134,1134,2013-07-02T00:00:00,ND,26,ND,ND,ND,ND,ND,ND,ND
1135,1135,2013-08-02T00:00:00,48,23,ND,ND,ND,ND,ND,ND,ND
1136,1136,2013-09-02T00:00:00,23,18,ND,ND,ND,ND,ND,ND,ND
1137,1137,2013-10-02T00:00:00,28,21,ND,ND,ND,ND,ND,ND,ND
1138,1138,2013-11-02T00:00:00,34,31,ND,ND,ND,ND,ND,ND,ND
1139,1139,2013-12-02T00:00:00,45,36,ND,ND,ND,ND,ND,ND,ND
1140,1140,2013-02-13T00:00:00,42,27,ND,ND,ND,ND,ND,ND,ND
1141,1141,2013-02-14T00:00:00,40,27,ND,ND,ND,ND,ND,ND,ND
1142,1142,2013-02-15T00:00:00,53,59,ND,ND,ND,ND,ND,ND,ND
1143,1143,2013-02-16T00:00:00,57,60,ND,ND,ND,ND,ND,ND,ND
1144,1144,2013-02-17T00:00:00,39,29,ND,ND,ND,ND,ND,ND,ND
1145,1145,2013-02-18T00:00:00,24,20,ND,ND,ND,ND,ND,ND,ND
1146,1146,2013-02-19T00:00:00,50,47,ND,ND,ND,ND,ND,ND,ND
1147,1147,2013-02-20T00:00:00,47,42,ND,ND,ND,ND,ND,ND,ND
1148,1148,2013-02-21T00:00:00,37,35,ND,ND,ND,ND,ND,ND,ND
1149,1149,2013-02-22T00:00:00,36,34,ND,ND,ND,ND,ND,ND,ND
1150,1150,2013-02-23T00:00:00,38,35,ND,ND,ND,ND,ND,ND,ND
1151,1151,2013-02-24T00:00:00,31,29,ND,ND,ND,ND,ND,ND,ND
1152,1152,2013-02-25T00:00:00,24,24,ND,ND,ND,ND,ND,ND,ND
1153,1153,2013-02-26T00:00:00,31,31,2,ND,ND,ND,ND,ND,ND
1154,1154,2013-02-27T00:00:00,35,35,34,ND,ND,ND,ND,ND,ND
1155,1155,2013-02-28T00:00:00,34,33,31,ND,ND,ND,ND,ND,ND
1156,1156,2013-01-03T00:00:00,24,25,29,32,ND,ND,ND,ND,ND
1157,1157,2013-02-03T00:00:00,35,32,40,46,ND,ND,ND,ND,ND
1158,1158,2013-03-03T00:00:00,39,39,44,32,ND,ND,ND,ND,ND
1159,1159,2013-04-03T00:00:00,ND,29,46,45,ND,ND,ND,ND,ND
1160,1160,2013-05-03T00:00:00,62,25,49,59,ND,ND,ND,ND,ND
1161,1161,2013-06-03T00:00:00,45,21,ND,54,ND,ND,ND,ND,ND
1162,1162,2013-07-03T00:00:00,24,10,39,28,ND,ND,ND,ND,ND
1163,1163,2013-08-03T00:00:00,29,19,45,38,ND,ND,ND,ND,ND
1164,1164,2013-09-03T00:00:00,40,12,51,54,ND,ND,ND,ND,ND
1165,1165,2013-10-03T00:00:00,39,10,43,38,ND,ND,ND,ND,ND
1166,1166,2013-11-03T00:00:00,30,11,39,29,ND,ND,ND,ND,ND
1167,1167,2013-12-03T00:00:00,30,9,34,26,ND,ND,ND,ND,ND
1168,1168,2013-03-13T00:00:00,23,8,30,17,ND,ND,ND,ND,ND
1169,1169,2013-03-14T00:00:00,32,7,34,22,ND,ND,ND,ND,ND
1170,1170,2013-03-15T00:00:00,25,9,ND,22,ND,ND,ND,ND,ND
1171,1171,2013-03-16T00:00:00,43,9,ND,50,ND,ND,ND,ND,ND
1172,1172,2013-03-17T00:00:00,36,7,ND,38,ND,ND,ND,ND,ND
1173,1173,2013-03-18T00:00:00,21,11,ND,32,ND,ND,ND,ND,ND
1174,1174,2013-03-19T00:00:00,23,15,11,34,ND,ND,ND,ND,ND
1175,1175,2013-03-20T00:00:00,20,15,ND,26,ND,ND,ND,ND,ND
1176,1176,2013-03-21T00:00:00,26,21,ND,9,ND,ND,ND,ND,ND
1177,1177,2013-03-22T00:00:00,38,11,ND,39,ND,ND,ND,ND,ND
1178,1178,2013-03-23T00:00:00,39,16,ND,53,ND,ND,ND,ND,ND
1179,1179,2013-03-24T00:00:00,49,13,ND,53,ND,ND,ND,ND,ND
1180,1180,2013-03-25T00:00:00,25,24,ND,38,ND,ND,ND,ND,ND
1181,1181,2013-03-26T00:00:00,35,10,ND,34,ND,ND,ND,ND,ND
1182,1182,2013-03-27T00:00:00,37,20,ND,32,ND,ND,ND,ND,ND
1183,1183,2013-03-28T00:00:00,31,15,ND,25,ND,ND,ND,ND,ND
1184,1184,2013-03-29T00:00:00,25,10,ND,29,ND,ND,ND,ND,ND
1185,1185,2013-03-30T00:00:00,21,9,ND,32,ND,ND,ND,ND,ND
1186,1186,2013-03-31T00:00:00,15,9,ND,28,ND,ND,ND,ND,ND
1187,1187,2013-01-04T00:00:00,25,15,33,25,ND,ND,ND,ND,ND
1188,1188,2013-02-04T00:00:00,40,35,36,35,ND,ND,ND,ND,ND
1189,1189,2013-03-04T00:00:00,36,35,41,37,ND,ND,ND,ND,ND
1190,1190,2013-04-04T00:00:00,28,40,47,40,ND,ND,ND,ND,ND
1191,1191,2013-05-04T00:00:00,ND,35,49,42,ND,ND,ND,ND,ND
1192,1192,2013-06-04T00:00:00,ND,39,ND,51,ND,ND,ND,ND,ND
1193,1193,2013-07-04T00:00:00,ND,35,ND,38,ND,ND,ND,ND,ND
1194,1194,2013-08-04T00:00:00,ND,24,ND,31,ND,ND,ND,ND,ND
1195,1195,2013-09-04T00:00:00,ND,31,22,29,ND,ND,ND,ND,ND
1196,1196,2013-10-04T00:00:00,ND,34,40,40,ND,ND,ND,ND,ND
1197,1197,2013-11-04T00:00:00,ND,33,39,57,ND,ND,ND,ND,ND
1198,1198,2013-12-04T00:00:00,ND,10,32,49,ND,ND,ND,ND,ND
1199,1199,2013-04-13T00:00:00,ND,38,44,59,ND,ND,ND,ND,ND
1200,1200,2013-04-14T00:00:00,ND,34,44,59,ND,ND,ND,ND,ND
1201,1201,2013-04-15T00:00:00,ND,14,30,53,ND,ND,ND,ND,ND
1202,1202,2013-04-16T00:00:00,ND,25,34,46,ND,ND,ND,ND,ND
1203,1203,2013-04-17T00:00:00,ND,37,38,48,ND,ND,ND,ND,ND
1204,1204,2013-04-18T00:00:00,ND,31,36,49,ND,ND,ND,ND,ND
1205,1205,2013-04-19T00:00:00,ND,19,20,30,ND,ND,ND,ND,ND
1206,1206,2013-04-20T00:00:00,ND,15,ND,26,ND,ND,ND,ND,ND
1207,1207,2013-04-21T00:00:00,25,18,ND,39,ND,ND,ND,ND,ND
1208,1208,2013-04-22T00:00:00,14,17,ND,30,ND,ND,ND,ND,ND
1209,1209,2013-04-23T00:00:00,22,35,ND,12,ND,ND,ND,ND,ND
1210,1210,2013-04-24T00:00:00,28,32,ND,25,ND,ND,ND,ND,ND
1211,1211,2013-04-25T00:00:00,28,ND,ND,30,ND,ND,ND,ND,ND
1212,1212,2013-04-26T00:00:00,29,ND,23,ND,ND,ND,ND,ND,ND
1213,1213,2013-04-27T00:00:00,22,ND,21,ND,ND,ND,ND,ND,ND
1214,1214,2013-04-28T00:00:00,21,ND,14,ND,ND,ND,ND,ND,ND
1215,1215,2013-04-29T00:00:00,27,9,ND,ND,ND,ND,ND,ND,ND
1216,1216,2013-04-30T00:00:00,31,23,ND,ND,ND,ND,ND,ND,ND
1217,1217,2013-01-05T00:00:00,36,28,ND,ND,ND,ND,ND,ND,ND
1218,1218,2013-02-05T00:00:00,14,14,ND,ND,ND,ND,ND,ND,ND
1219,1219,2013-03-05T00:00:00,21,27,ND,39,ND,ND,ND,ND,ND
1220,1220,2013-04-05T00:00:00,42,62,ND,55,ND,ND,ND,ND,ND
1221,1221,2013-05-05T00:00:00,34,55,ND,51,ND,ND,ND,ND,ND
1222,1222,2013-06-05T00:00:00,16,21,ND,36,ND,ND,ND,ND,ND
1223,1223,2013-07-05T00:00:00,26,37,ND,31,ND,ND,ND,ND,ND
1224,1224,2013-08-05T00:00:00,38,35,30,52,ND,ND,ND,ND,ND
1225,1225,2013-09-05T00:00:00,39,30,31,48,ND,ND,ND,ND,ND
1226,1226,2013-10-05T00:00:00,25,24,32,36,8,ND,ND,ND,ND
1227,1227,2013-11-05T00:00:00,31,25,33,31,52,ND,ND,ND,ND
1228,1228,2013-12-05T00:00:00,33,23,29,30,68,ND,ND,ND,ND
1229,1229,2013-05-13T00:00:00,33,23,35,42,64,ND,ND,ND,ND
1230,1230,2013-05-14T00:00:00,22,23,30,32,54,ND,ND,ND,ND
1231,1231,2013-05-15T00:00:00,26,24,29,33,52,ND,ND,ND,ND
1232,1232,2013-05-16T00:00:00,22,13,27,25,47,ND,ND,ND,ND
1233,1233,2013-05-17T00:00:00,33,21,25,42,60,ND,ND,ND,ND
1234,1234,2013-05-18T00:00:00,28,29,34,40,62,ND,ND,ND,ND
1235,1235,2013-05-19T00:00:00,29,33,31,40,57,ND,ND,ND,ND
1236,1236,2013-05-20T00:00:00,19,22,26,22,42,ND,ND,ND,ND
1237,1237,2013-05-21T00:00:00,19,22,25,20,42,ND,ND,ND,ND
1238,1238,2013-05-22T00:00:00,25,21,30,19,48,ND,ND,ND,ND
1239,1239,2013-05-23T00:00:00,22,20,20,19,43,ND,ND,ND,ND
1240,1240,2013-05-24T00:00:00,24,28,34,27,52,ND,ND,ND,ND
1241,1241,2013-05-25T00:00:00,33,37,33,28,57,ND,ND,ND,ND
1242,1242,2013-05-26T00:00:00,26,40,18,28,56,ND,ND,ND,ND
1243,1243,2013-05-27T00:00:00,32,23,33,41,56,ND,ND,ND,ND
1244,1244,2013-05-28T00:00:00,39,26,28,57,61,ND,ND,ND,ND
1245,1245,2013-05-29T00:00:00,23,22,28,33,47,ND,ND,ND,ND
1246,1246,2013-05-30T00:00:00,40,28,27,32,51,ND,ND,ND,ND
1247,1247,2013-05-31T00:00:00,34,21,21,26,43,ND,ND,ND,ND
1248,1248,2013-01-06T00:00:00,17,16,33,44,36,ND,ND,ND,ND
1249,1249,2013-02-06T00:00:00,ND,16,33,51,42,ND,ND,ND,ND
1250,1250,2013-03-06T00:00:00,ND,22,31,41,40,ND,ND,ND,ND
1251,1251,2013-04-06T00:00:00,ND,31,38,41,50,ND,ND,ND,ND
1252,1252,2013-05-06T00:00:00,ND,32,40,42,42,ND,ND,ND,ND
1253,1253,2013-06-06T00:00:00,ND,31,39,48,41,ND,ND,ND,ND
1254,1254,2013-07-06T00:00:00,ND,38,50,56,60,ND,ND,ND,ND
1255,1255,2013-08-06T00:00:00,ND,43,54,64,65,ND,ND,ND,ND
1256,1256,2013-09-06T00:00:00,ND,ND,53,57,38,ND,ND,ND,ND
1257,1257,2013-10-06T00:00:00,ND,ND,41,45,41,ND,ND,ND,ND
1258,1258,2013-11-06T00:00:00,ND,ND,42,43,26,ND,ND,ND,ND
1259,1259,2013-12-06T00:00:00,ND,ND,31,35,25,ND,ND,ND,ND
1260,1260,2013-06-13T00:00:00,ND,ND,37,61,31,ND,ND,ND,ND
1261,1261,2013-06-14T00:00:00,ND,ND,36,36,17,ND,ND,ND,ND
1262,1262,2013-06-15T00:00:00,ND,ND,30,58,37,ND,ND,ND,ND
1263,1263,2013-06-16T00:00:00,ND,ND,39,57,35,ND,ND,ND,ND
1264,1264,2013-06-17T00:00:00,ND,10,32,38,33,ND,ND,ND,ND
1265,1265,2013-06-18T00:00:00,ND,29,41,50,63,ND,ND,ND,ND
1266,1266,2013-06-19T00:00:00,ND,26,45,47,59,ND,ND,ND,ND
1267,1267,2013-06-20T00:00:00,ND,30,38,50,47,ND,ND,ND,ND
1268,1268,2013-06-21T00:00:00,ND,36,47,61,53,ND,ND,ND,ND
1269,1269,2013-06-22T00:00:00,ND,37,45,47,61,ND,ND,ND,ND
1270,1270,2013-06-23T00:00:00,ND,35,52,51,58,ND,ND,ND,ND
1271,1271,2013-06-24T00:00:00,ND,26,45,40,58,ND,ND,ND,ND
1272,1272,2013-06-25T00:00:00,ND,18,43,24,35,ND,ND,ND,ND
1273,1273,2013-06-26T00:00:00,ND,30,52,34,49,ND,ND,ND,ND
1274,1274,2013-06-27T00:00:00,ND,31,42,32,55,ND,ND,ND,ND
1275,1275,2013-06-28T00:00:00,ND,25,38,41,53,ND,ND,ND,ND
1276,1276,2013-06-29T00:00:00,ND,23,38,47,55,ND,ND,ND,ND
1277,1277,2013-06-30T00:00:00,ND,23,45,50,75,ND,ND,ND,ND
1278,1278,2013-01-07T00:00:00,ND,24,37,42,72,ND,ND,ND,ND
1279,1279,2013-02-07T00:00:00,ND,23,45,42,50,ND,ND,ND,ND
1280,1280,2013-03-07T00:00:00,ND,32,53,47,65,ND,ND,ND,ND
1281,1281,2013-04-07T00:00:00,ND,34,46,37,63,ND,ND,ND,ND
1282,1282,2013-05-07T00:00:00,ND,32,ND,42,60,ND,ND,ND,ND
